City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,lauro de freitas,-12.8944,-38.3272,30.01,66,40,8.23,BR,1698507652
356,rocky mountain house,52.3668,-114.9188,-3.94,68,100,2.57,CA,1698507653
357,mangrol,21.1167,70.1167,27.59,66,99,0.84,IN,1698507653
358,murom,55.5656,42.0417,1.14,99,100,5.59,RU,1698507653
359,palma soriano,20.2172,-75.9989,29.48,41,0,3.52,CU,1698507654
360,vilyuysk,63.7553,121.6247,-2.78,95,100,1.79,RU,1698507654
361,keflavik,64.0049,-22.5624,7.95,61,0,0.0,IS,1698507654
362,fisterra,42.9049,-9.2629,16.12,85,100,11.68,ES,1698507655
363,baoqing,46.3317,132.2111,2.16,43,18,1.8,CN,1698507656
364,isangel,-19.55,169.2667,23.5,88,52,3.87,VU,1698507656
365,kapuskasing,49.4169,-82.4331,-2.95,80,100,6.17,CA,1698507657
366,villa angela,-27.5738,-60.7153,34.62,34,22,4.1,AR,1698507657
367,mandalgovi,45.7625,106.2708,2.69,58,7,9.8,MN,1698507657
368,aguilares,-27.4338,-65.6143,31.76,42,0,2.54,AR,1698507658
369,lebu,-37.6167,-73.65,12.26,88,100,10.15,CL,1698507658
370,muisne,0.6,-80.0333,26.2,77,98,3.85,EC,1698507659
371,amboise,47.4125,0.9827,14.3,87,100,5.14,FR,1698507659
372,new norfolk,-42.7826,147.0587,11.07,71,63,3.23,AU,1698507659
373,kirgiz-miyaki,53.6324,54.7979,0.87,93,100,4.25,RU,1698507660
374,fortuna,40.5982,-124.1573,3.51,100,75,4.12,US,1698507594
375,palo santo,-25.5633,-59.3378,26.44,83,91,2.87,AR,1698507661
376,khvalynsk,52.4906,48.1058,5.97,98,100,5.09,RU,1698507662
377,kosh-agach,50.0,88.6667,-4.83,39,29,0.89,RU,1698507662
378,mineiros,-17.5694,-52.5511,35.2,31,32,5.95,BR,1698507484
379,aioun,16.6614,-9.6149,38.49,11,14,3.35,MR,1698507663
380,la sarre,48.8002,-79.1996,-0.32,69,99,5.87,CA,1698507664
381,fale old settlement,-9.3852,-171.2468,27.75,76,43,2.79,TK,1698507664
382,malungun,6.2792,125.2817,23.91,93,99,0.42,PH,1698507664
383,fontanelas,38.8472,-9.4372,21.2,84,20,5.66,PT,1698507665
384,flin flon,54.7682,-101.865,-6.09,93,75,2.57,CA,1698507665
385,vavoua,7.3819,-6.4778,30.63,54,38,2.16,CI,1698507666
386,san patricio,28.017,-97.5169,30.49,64,8,6.09,US,1698507666
387,tikapur,28.5,81.1333,20.05,57,98,1.82,NP,1698507667
388,ujae,8.9322,165.7642,28.55,75,13,4.95,MH,1698507667
389,alofi,-19.0595,-169.9187,22.94,73,77,5.14,NU,1698507668
390,coihueco,-36.6167,-71.8333,12.01,93,100,9.26,CL,1698507668
391,kotovo,50.3211,44.8012,14.49,84,83,8.32,RU,1698507669
392,pionerskiy,54.9508,20.2275,3.97,82,100,2.71,RU,1698507669
393,jiazi,22.8779,116.067,23.16,82,99,6.19,CN,1698507670
394,port macquarie,-31.4333,152.9167,12.16,87,66,2.39,AU,1698507670
395,manokwari,-0.8667,134.0833,25.37,84,100,2.24,ID,1698507671
396,mizan teferi,6.9833,35.5833,15.16,98,100,0.29,ET,1698507671
397,trinidad,-14.8333,-64.9,29.99,66,75,7.2,BO,1698507672
398,pangkalpinang,-2.1333,106.1333,26.72,77,65,2.47,ID,1698507672
399,selkirk,50.1436,-96.8845,-5.46,83,47,1.79,CA,1698507673
400,ixtapa,20.7,-105.2,30.13,83,75,0.89,MX,1698507655
401,zhanibek,49.4167,46.85,15.37,79,89,9.46,KZ,1698507673
402,niquelandia,-14.4739,-48.4597,34.12,34,71,1.84,BR,1698507674
403,valparaiso,-33.0393,-71.6273,17.22,70,75,3.6,CL,1698507674
404,queenstown,-31.8976,26.8753,9.79,72,100,4.26,ZA,1698507449
405,ndelele,4.0333,14.9333,25.52,78,32,1.02,CM,1698507675
406,moss vale,-34.55,150.3833,8.34,95,54,1.64,AU,1698507676
407,red oak,32.5176,-96.8044,17.47,95,100,3.09,US,1698507676
408,puerto cabezas,14.0351,-83.3888,29.98,84,75,4.12,NI,1698507677
409,boguchany,58.3814,97.4531,-4.52,63,100,4.92,RU,1698507677
410,ouricuri,-7.8825,-40.0817,37.83,15,90,4.38,BR,1698507677
411,arawa,-6.2132,155.5367,24.43,91,20,1.25,PG,1698507678
412,luderitz,-26.6481,15.1594,22.35,42,0,15.42,NA,1698507678
413,necochea,-38.5473,-58.7368,25.57,35,62,3.62,AR,1698507679
414,tarko-sale,64.9225,77.785,-8.16,91,99,6.01,RU,1698507679
415,wanxian,30.8039,108.3897,17.34,82,16,0.57,CN,1698507680
416,callao,-12.0667,-77.15,25.4,78,75,4.63,PE,1698507680
417,rancho mirage,33.7397,-116.4128,20.53,53,0,4.02,US,1698507680
418,fort mcmurray,56.7268,-111.381,-6.23,86,100,3.09,CA,1698507409
419,klyuchi,52.2667,79.1667,-1.32,53,100,3.42,RU,1698507681
420,takoradi,4.8845,-1.7554,27.98,72,25,3.37,GH,1698507682
421,zonguldak,41.25,31.8333,16.27,69,3,1.14,TR,1698507682
422,kirensk,57.7853,108.1119,-3.91,51,42,3.58,RU,1698507683
423,saynshand,44.8824,110.1163,9.59,27,28,2.53,MN,1698507683
424,awjilah,29.1081,21.2869,27.59,28,24,4.08,LY,1698507684
425,nagqu,31.5,92.0,-3.88,58,80,1.64,CN,1698507684
426,eastham,41.8301,-69.9739,23.98,61,0,2.06,US,1698507684
427,aasiaat,68.7098,-52.8699,-6.33,90,97,4.73,GL,1698507685
428,weno,7.4515,151.8468,25.97,100,100,0.0,FM,1698507685
429,spirit lake,43.4222,-95.1022,-2.07,70,100,4.02,US,1698507686
430,molchanovo,57.5817,83.7692,-5.29,89,100,2.28,RU,1698507686
431,merritt island,28.5392,-80.672,29.49,63,40,4.12,US,1698507686
432,tashtagol,52.7657,87.8894,-3.04,57,9,0.89,RU,1698507687
433,kanggye,40.9695,126.5852,5.35,61,2,1.49,KP,1698507687
434,lodwar,3.1191,35.5973,27.1,63,79,8.39,KE,1698507688
435,sorgun,39.8101,35.186,17.15,36,50,2.01,TR,1698507688
436,okeho,8.0333,3.35,27.75,64,66,1.55,NG,1698507688
437,alta,69.9689,23.2717,-5.41,81,0,2.57,NO,1698507689
438,cayon,17.35,-62.7333,26.74,100,75,0.0,KN,1698507689
439,nova vicosa,-17.8919,-39.3719,27.42,70,99,4.26,BR,1698507690
440,rabo de peixe,37.8,-25.5833,18.88,99,40,7.72,PT,1698507690
441,smithers,54.7804,-127.1743,-11.82,92,0,1.54,CA,1698507691
442,hanceville,34.0607,-86.7675,24.75,51,2,2.02,US,1698507691
443,saldanha,-33.0117,17.9442,19.03,63,0,14.71,ZA,1698507692
444,astrakhan,46.3497,48.0408,14.95,100,100,4.02,RU,1698507692
445,wakkanai,45.4094,141.6739,7.27,77,8,1.79,JP,1698507693
446,veinticinco de mayo,-35.4323,-60.1727,27.21,49,0,3.13,AR,1698507693
447,bail-hongal,15.8167,74.8667,25.04,48,88,1.16,IN,1698507693
448,mar del plata,-38.0023,-57.5575,26.96,36,0,7.2,AR,1698507503
449,moranbah,-22.0016,148.0466,17.08,79,4,4.3,AU,1698507695
450,santa lucia,27.9117,-15.5407,19.87,78,75,2.57,ES,1698507695
451,benghazi,32.1167,20.0667,24.85,64,65,2.09,LY,1698507696
452,gamboma,-1.8764,15.8644,28.96,64,62,1.11,CG,1698507696
453,kandyagash,49.4744,57.4233,6.87,100,100,2.37,KZ,1698507697
454,walvis bay,-22.9575,14.5053,21.53,52,8,6.69,NA,1698507697
455,yankton,42.8711,-97.3973,-3.82,86,100,3.09,US,1698507697
456,bonny,4.4522,7.1681,28.48,71,4,4.47,NG,1698507698
457,ati,13.2154,18.3353,36.91,16,4,4.24,TD,1698507698
458,ceerigaabo,10.6162,47.368,20.01,62,99,5.37,SO,1698507699
459,plyeshchanitsy,54.4222,27.8331,1.64,92,100,3.66,BY,1698507699
460,almeirim,-1.5233,-52.5817,35.76,36,18,2.39,BR,1698507700
461,antsiranana,-12.2787,49.2917,27.42,69,40,3.09,MG,1698507700
462,chaykovskiy,56.7686,54.1148,-4.01,95,98,3.38,RU,1698507700
463,adelaide,-34.9333,138.6,11.85,72,9,1.79,AU,1698507480
464,quellon,-43.1167,-73.6167,8.91,72,81,9.74,CL,1698507701
465,at taj,24.2049,23.2857,27.64,18,43,3.85,LY,1698507702
466,slobodskoy,58.7322,50.1772,-2.97,65,94,4.45,RU,1698507702
467,kerikeri,-35.2268,173.9474,12.73,90,100,1.34,NZ,1698507703
468,new ross,52.3967,-6.9367,12.88,1,100,3.95,IE,1698507703
469,dryden,49.7833,-92.7503,-2.84,86,100,6.17,CA,1698507703
470,sechura,-5.5569,-80.8222,23.87,67,92,4.33,PE,1698507704
471,ulsteinvik,62.3432,5.8487,3.93,72,0,2.24,NO,1698507704
472,taber,49.8167,-112.1518,-8.0,73,90,5.14,CA,1698507705
473,sitka,57.0531,-135.33,5.94,81,100,0.0,US,1698507705
474,salinopolis,-0.6136,-47.3561,30.55,64,5,6.78,BR,1698507495
475,qarqaraly,49.4058,75.4742,-0.47,58,100,4.92,KZ,1698507706
476,rundu,-17.9333,19.7667,36.4,14,63,0.21,NA,1698507706
477,sao jose da coroa grande,-8.8978,-35.1478,28.23,60,91,6.39,BR,1698507707
478,apiai,-24.5094,-48.8425,22.27,83,99,4.02,BR,1698507707
479,de aar,-30.6497,24.0123,12.87,46,100,12.68,ZA,1698507708
480,slatina,44.4333,24.3667,19.17,44,36,5.72,RO,1698507708
481,orcopampa,-15.2661,-72.3417,14.68,41,56,1.99,PE,1698507709
482,mandapam,9.2833,79.1167,28.5,75,100,5.2,IN,1698507709
483,souillac,-20.5167,57.5167,24.21,94,75,0.0,MU,1698507710
484,sungai penuh,-2.0833,101.3833,18.25,83,26,1.44,ID,1698507710
485,nova sintra,14.8667,-24.7167,24.11,77,49,8.92,CV,1698507710
486,acaponeta,22.4964,-105.3594,28.09,71,33,0.79,MX,1698507711
487,aksu,41.1231,80.2644,14.12,28,2,1.42,CN,1698507711
488,zouerate,22.7187,-12.4521,33.75,18,0,2.1,MR,1698507712
489,isale,6.6979,3.1421,30.87,63,69,2.91,NG,1698507712
490,sokode,8.9833,1.1333,32.84,55,75,3.09,TG,1698507712
491,yeniseysk,58.4497,92.1703,-2.81,70,100,6.26,RU,1698507713
492,vrbas,45.5714,19.6408,17.3,60,0,2.31,RS,1698507713
493,klaksvik,62.2266,-6.589,7.51,74,100,12.32,FO,1698507714
494,haiku-pauwela,20.9219,-156.3051,24.47,82,100,2.24,US,1698507715
495,padang,-0.9492,100.3543,27.03,89,32,1.94,ID,1698507495
496,totness,5.8833,-56.3167,32.41,58,88,3.6,SR,1698507716
497,pachino,36.7186,15.0907,22.97,70,97,6.47,IT,1698507716
498,as sulayyil,20.4607,45.5779,30.14,36,100,4.67,SA,1698507717
499,hotan,37.0997,79.9269,15.93,19,82,1.8,CN,1698507718
500,lovington,32.944,-103.3485,11.47,99,100,1.34,US,1698507718
501,visby,57.6409,18.296,4.34,70,100,3.6,SE,1698507719
502,verde village,34.7105,-112.0115,19.47,56,0,0.45,US,1698507719
503,nenjiang,49.1833,125.2167,3.76,41,87,4.05,CN,1698507720
504,taoudenni,22.6783,-3.9836,39.07,7,0,2.37,ML,1698507720
505,lastoursville,-0.8143,12.7287,26.96,78,95,0.5,GA,1698507721
506,khovd,48.0056,91.6419,-1.64,51,86,1.21,MN,1698507722
507,argo,37.6333,22.7333,25.44,66,0,0.73,GR,1698507722
508,cherokee,34.2668,-84.4499,24.19,66,0,1.54,US,1698507461
509,kristinehamn,59.3098,14.1081,0.31,75,48,2.26,SE,1698507723
510,barghat,22.0333,79.7167,19.28,50,0,1.57,IN,1698507724
511,letlhakeng,-24.0944,25.0298,24.4,39,87,5.51,BW,1698507724
512,box elder,41.5005,-112.8764,2.09,55,0,7.29,US,1698507725
513,kolonia town,6.964,158.206,25.0,94,100,2.06,FM,1698507725
514,amla,21.9333,78.1167,18.95,44,4,1.58,IN,1698507726
515,bonthe,7.5264,-12.505,29.18,67,55,4.04,SL,1698507726
516,ambovombe,-25.1667,46.0833,24.29,77,0,6.82,MG,1698507727
517,bambanglipuro,-7.95,110.2833,25.49,83,52,2.22,ID,1698507727
518,ola,59.5833,151.2833,-1.79,69,82,3.0,RU,1698507728
519,taixing,32.1667,120.0136,15.8,68,24,2.95,CN,1698507728
520,brad,46.1333,22.7833,12.51,75,5,0.83,RO,1698507729
521,bwizibwera,-0.5917,30.6286,18.47,89,66,1.83,UG,1698507729
522,aswan,24.0934,32.907,36.61,20,0,3.6,EG,1698507730
523,courtenay,49.6866,-124.9936,5.96,77,20,2.57,CA,1698507730
524,fort bragg,35.139,-79.006,26.01,58,0,5.14,US,1698507731
525,el calafate,-50.3408,-72.2768,4.48,75,99,3.55,AR,1698507731
526,portland,45.5234,-122.6762,5.09,76,0,4.47,US,1698507150
527,geneva,41.8875,-88.3054,7.83,69,75,5.66,US,1698507609
528,pamandzi,-12.7967,45.2794,27.88,78,0,2.57,YT,1698507733
529,nacala,-14.5428,40.6728,26.14,85,1,4.44,MZ,1698507733
530,agat village,13.3886,144.6585,29.06,91,75,2.06,GU,1698507734
531,mussomeli,37.5778,13.7513,19.93,61,47,3.16,IT,1698507734
532,ostersund,63.1792,14.6357,-1.33,80,100,3.09,SE,1698507734
533,beijing,39.9075,116.3972,9.94,51,1,1.65,CN,1698507640
534,nabire,-3.3667,135.4833,24.71,91,100,1.79,ID,1698507735
535,saint-francois,46.4154,3.9054,17.03,60,0,5.14,FR,1698507736
536,turan,16.0678,108.2208,26.99,89,20,0.51,VN,1698507736
537,sitarganj,28.9333,79.7,20.08,54,100,1.64,IN,1698507737
538,tenno,39.9,139.9667,14.84,80,100,3.35,JP,1698507737
539,kenora,49.8167,-94.4337,-2.46,86,75,5.14,CA,1698507738
540,maua,-23.6678,-46.4614,31.31,64,88,6.61,BR,1698507547
541,oppdal,62.5943,9.6912,-6.32,70,1,2.64,NO,1698507739
542,nuuk,64.1835,-51.7216,-0.66,64,3,0.0,GL,1698507739
543,la almunia de dona godina,41.4767,-1.3745,21.23,58,99,9.73,ES,1698507740
544,gulf shores,30.246,-87.7008,26.18,73,0,3.09,US,1698507741
545,buka,40.8108,69.1986,21.79,35,100,3.09,UZ,1698507741
546,prince george,53.9166,-122.753,-14.31,85,0,1.54,CA,1698507696
547,uttarkashi,30.7333,78.45,15.36,56,66,2.39,IN,1698507742
548,igrim,63.1906,64.4162,-8.08,79,1,0.44,RU,1698507742
549,werota,11.9167,37.7,18.47,78,99,1.42,ET,1698507743
550,wickenburg,33.9686,-112.7296,19.75,41,0,2.31,US,1698507457
551,salalah,17.0151,54.0924,28.05,74,0,1.54,OM,1698507744
552,cafayate,-26.073,-65.9761,26.1,8,0,3.3,AR,1698507744
553,kailua-kona,19.6406,-155.9956,23.98,83,0,3.58,US,1698507744
554,okanagan,50.3639,-119.35,-5.49,71,3,0.29,CA,1698507745
555,vallenar,-28.5708,-70.7581,22.55,22,0,3.56,CL,1698507746
556,miles city,46.4083,-105.8406,-16.46,92,0,1.54,US,1698507746
557,bennington,42.8781,-73.1968,22.5,75,75,2.57,US,1698507747
558,smolensk,55.0,33.0,1.01,94,100,3.57,RU,1698507748
559,pacific grove,36.6177,-121.9166,10.91,86,0,1.79,US,1698507748
560,forster,-32.1667,152.5167,10.16,100,71,2.56,AU,1698507749
561,peace river,56.2501,-117.286,0.17,83,75,7.72,CA,1698507487
562,nassau,40.7507,-73.5829,25.65,66,0,2.24,US,1698507749
